mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13
0.43703782763352433,0.5474785578517957,0.1681188946198927,0.47700606298545467,0.6259295990408693,0.5500238691742569,0.5584253857334767,0.6077667758663613,0.4625091275036234,0.08849923596636311,-0.003805160755216641,-0.37849122988449435,-0.2813712773074854
6.21648064758818,5.07881946852059,5.60198538300645,5.82363136834351,6.43870548642179,5.97190172060162,7.19783195774348,5.43227526288927,5.64976165541702,0.955780365061733,2.8994951847803003,2.7278284161111,1.4846982033329101
-0.611191604263645,0.33225407361757864,-0.468838071021048,-0.9954685263404246,-0.8387258616251153,-0.9468361896139561,-0.9836665780553212,-0.7849662535804767,-0.10256207328461997,-1.9413945918325832,-1.6853292975575032,-1.6675463748575334,-1.4680602896524668
2.45579642991358,0.947406060994696,2.18786589941619,2.34153988890181,2.57894714543832,2.64697209227017,2.02861813868418,2.75039520973445,2.10904644688283,1.52541129979921,1.0066557318798,0.695400027397626,1.37978879137374
-1.7891987607720399,-0.21853065519785597,-1.18414077792424,-1.50755730173447,-1.8256272660608803,-1.88238270683964,-2.18775308012114,-0.9328528780190051,-1.8176321759011398,-4.38685071992649,-4.42841627262168,-4.71141273475388,-4.78995334379594
0.04072957045698866,0.09446397386984118,0.409302158042392,-0.14139307712307503,0.13824879052668204,-0.39851964685566205,-0.38233958973137205,0.022612793350616278,0.483408208055436,-0.811961169480124,-0.20995922381542598,0.11400585389781204,-0.885519494469945
-0.15530822061967597,-0.4753664608064191,0.440913159074066,0.448937458504153,-0.23461952336094394,0.07450215560242929,-0.047193965866849985,-0.005154335828871814,-0.542740617395735,-1.8021015809589298,-1.652403785112,-2.22471910483374,-2.4744012913897
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
1.60434435793952,0.337084806397224,1.10008441397668,1.26716607207901,1.16091105168817,1.23400246095963,1.5985309092766902,0.890107130294946,0.13431706031117097,-0.314356527761343,-0.32315137371041,-0.393291225897747,-0.019261078073464666
-0.299528154677142,-0.7798451765397371,-0.310727250472161,-0.299378064333936,-0.314836767200927,-0.6615290449239719,-0.550569969073683,-0.9489279177696819,-0.7117993029162191,-0.661279214254605,-0.588611712334666,-0.299385233942305,-0.346340753245165
